,Number,Na2O,K2O,Al2O3,SiO2,CaO,MgO,Fe2O3,S,PPP,P2O5,Albit,GidroSl,Mont,Clay,Q,Dolomit,Calcit,Carb,Pyrit,Siderit,UV,Kerogen,OV,Appatit,well,field
88,781.24,0.12,0.19,1.36,10.32,48.59,1.04,0.35,0.4,37.21,0.12,1.0153548387096774,2.111111111111111,2.6462365591397856,4.757347670250897,7.290817204301074,4.033105946737581,84.51046604050339,88.54357198724097,0.5345976798859213,0.0,0.0,0.0,0.0,0.0,11,Унлорская
89,781.57,0.13,0.24,5.35,14.45,45.92,1.05,0.38,0.36,31.5,0.07,1.0999677419354839,2.6666666666666665,21.68064516129032,24.34731182795699,1.3967741935483868,1.0909476417905142,81.34347445811484,82.43442209990536,0.0,0.0,0.0,0.0,0.0,0.0,11,Унлорская
90,782.09,0.17,0.22,2.0,7.77,33.59,14.77,1.74,0.32,38.84,0.1,1.4384193548387096,2.444444444444444,4.934946236559139,7.379390681003583,3.1277688172043008,66.4573038531207,23.859305654739643,90.31660950786035,0.5981308411214953,2.720585782677413,0.0,0.0,0.0,0.0,11,Унлорская
91,782.39,0.19,0.25,2.3,8.88,32.27,15.05,1.77,0.54,38.18,0.1,1.6076451612903226,2.7777777777777777,5.770430107526882,8.54820788530466,3.5403494623655916,67.56022371046305,20.905300703470196,88.46552441393325,1.0093457943925235,2.3372764768314562,0.0,0.0,0.0,0.0,11,Унлорская
92,782.7,0.73,1.32,7.66,68.18,1.16,0.61,3.24,3.74,12.42,0.16,6.176741935483871,14.666666666666666,10.295161290322582,24.961827956989247,51.863693548387104,0.0,2.069803921568627,2.069803921568627,5.763978379003354,0.0,0.0,10.556862745098039,10.556862745098039,0.0,11,Унлорская
93,782.96,0.7,1.53,7.79,69.85,2.41,0.69,1.69,2.12,11.89,0.12,5.922903225806451,17.0,7.691935483870971,24.69193548387097,53.95082258064516,0.0,4.300196078431372,4.300196078431372,2.4023964620187304,0.0,0.0,8.894803921568627,8.894803921568627,0.0,11,Унлорская
94,783.05,0.14,0.24,1.76,10.84,46.04,1.25,0.53,0.61,38.13,0.12,1.1845806451612904,2.6666666666666665,3.6483870967741936,6.31505376344086,6.925064516129033,4.75641363608065,79.56782450198254,84.3242381380632,0.8525316221528503,0.0,0.0,0.4992103790032929,0.4992103790032929,0.0,11,Унлорская
95,783.43,0.14,0.25,1.79,6.11,49.37,2.01,0.48,0.32,39.02,0.13,1.1845806451612904,2.7777777777777777,3.6317204301075274,6.409498207885305,2.1518978494623653,8.219527320484655,83.62966686616835,91.84919418665301,0.5981308411214953,0.136449447841016,0.0,0.0,0.0,0.0,11,Унлорская
96,797.16,0.45,1.17,5.76,80.46,0.29,0.45,1.4,1.84,7.54,0.05,3.8075806451612904,12.999999999999998,5.5983870967741955,18.598387096774193,68.94256451612902,0.0,0.5174509803921568,0.5174509803921568,2.079545959070413,0.0,0.0,6.467549019607843,6.467549019607843,0.0,11,Унлорская
97,797.36,0.47,1.14,5.99,78.5,1.54,1.08,1.4,1.76,7.5,0.04,3.976806451612903,12.666666666666664,7.083870967741943,19.75053763440861,66.26364516129031,1.9293307363234513,1.700522059673679,3.62985279599713,2.040714070990866,0.0,0.0,4.922179076107212,4.922179076107212,0.0,11,Унлорская
98,797.46,0.71,2.27,11.56,66.9,0.19,0.86,2.83,2.65,11.01,0.05,6.007516129032258,25.22222222222222,14.12634408602151,39.34856630824373,43.837779569892476,0.0,0.3390196078431372,0.3390196078431372,4.153654950475971,0.0,0.0,9.221535947712418,9.221535947712418,0.0,11,Унлорская
99,797.74,0.52,1.56,7.51,76.77,0.15,0.61,1.84,1.99,8.28,0.05,4.399870967741935,17.333333333333332,7.272580645161293,24.605913978494627,61.976596774193546,0.0,0.2676470588235294,0.2676470588235294,2.72276875939415,0.0,0.0,7.035686274509803,7.035686274509803,0.0,11,Унлорская
100,797.99,0.63,1.92,9.61,73.09,0.2,0.79,2.27,2.08,8.48,0.06,5.3306129032258065,21.333333333333332,10.867741935483872,32.201075268817206,53.96329032258065,0.0,0.3568627450980392,0.3568627450980392,3.2888905075731305,0.0,0.0,6.936470588235295,6.936470588235295,0.0,11,Унлорская
101,798.08,0.79,2.17,11.83,68.12,0.49,0.87,2.24,2.01,10.22,0.25,6.68441935483871,24.11111111111111,16.484946236559143,40.59605734767025,43.90626881720431,0.0,0.874313725490196,0.874313725490196,2.8552150923035424,0.0,0.0,8.268464052287582,8.268464052287582,0.0,11,Унлорская
102,798.6,0.7,2.08,10.44,66.79,1.31,0.91,2.77,2.88,11.06,0.08,5.922903225806451,23.11111111111111,11.775268817204303,34.886379928315414,45.9666559139785,0.0,2.337450980392157,2.337450980392157,4.231351061779782,0.0,0.0,8.530326797385621,8.530326797385621,0.0,11,Унлорская
103,798.74,0.7,1.93,9.74,71.58,0.26,0.8,2.34,2.48,9.21,0.11,5.922903225806451,21.444444444444443,10.775268817204307,32.21971326164875,52.04165591397849,0.0,0.463921568627451,0.463921568627451,3.4368707750414305,0.0,0.0,7.612189542483662,7.612189542483662,0.0,11,Унлорская
104,798.9,0.71,2.0,10.08,72.48,0.23,0.84,2.18,2.02,8.56,0.05,6.007516129032258,22.22222222222222,11.22634408602151,33.44856630824373,52.291779569892476,0.0,0.4103921568627451,0.4103921568627451,3.0326011870351106,0.0,0.0,6.935163398692811,6.935163398692811,0.0,11,Унлорская
105,799.07,0.77,2.29,11.28,70.44,0.17,0.95,2.68,2.21,8.21,0.06,6.515193548387097,25.444444444444443,11.899462365591397,37.34390681003584,48.06118817204302,0.0,0.30333333333333334,0.30333333333333334,3.904563109415348,0.0,0.0,6.422777777777779,6.422777777777779,0.0,11,Унлорская
106,799.23,0.69,2.01,9.73,74.02,0.22,0.82,2.03,1.77,7.8,0.06,5.838290322580645,22.33333333333333,9.474193548387108,31.807526881720435,54.79003225806451,0.0,0.3925490196078431,0.3925490196078431,2.7713518325818014,0.0,0.0,6.17578431372549,6.17578431372549,0.0,11,Унлорская
107,799.41,1.0,2.8,13.24,69.08,0.45,1.26,2.52,1.62,6.8,0.08,8.461290322580645,31.111111111111107,11.307526881720438,42.41863799283155,43.030365591397846,0.0,0.8029411764705882,0.8029411764705882,3.0280373831775704,0.23474079731904965,0.0,4.335643206816359,4.335643206816359,0.0,11,Унлорская
108,799.62,1.0,2.87,14.04,63.75,1.06,1.45,3.47,2.79,7.97,0.07,8.461290322580645,31.88888888888889,14.140860215053761,46.02974910394265,35.89369892473119,0.0,1.8913725490196078,1.8913725490196078,5.162415153967705,0.0,0.0,5.065849673202614,5.065849673202614,0.0,11,Унлорская
109,799.86,1.07,3.27,15.12,58.86,3.86,1.78,3.14,1.98,9.26,0.07,9.05358064516129,36.333333333333336,12.29838709677419,48.63172043010753,29.46956451612903,0.7272710940348814,6.492657940734393,7.219929034769274,3.7009345794392523,0.5578134938888735,0.0,3.4528720694117907,3.4528720694117907,0.0,11,Унлорская
110,799.97,1.21,3.59,16.41,58.36,3.8,1.86,2.7,1.39,9.05,0.09,10.23816129032258,39.888888888888886,12.263440860215065,52.15232974910395,26.519795698924728,0.5563526834286457,6.478380748992856,7.034733432421501,2.598130841121495,0.5213034010918738,0.0,3.121119304925729,3.121119304925729,0.0,11,Унлорская
111,800.15,0.15,0.38,2.52,5.54,49.22,2.25,1.28,0.57,37.55,0.14,1.2691935483870966,4.222222222222222,5.0327956989247316,9.255017921146955,0.13752150537634433,8.883684611530605,83.00148756855036,91.88517218008096,1.0654205607476634,1.2169449131082808,0.0,0.0,0.0,0.0,11,Унлорская
112,800.51,0.99,3.08,15.08,60.77,0.57,1.55,4.47,2.76,9.32,0.13,8.376677419354838,34.22222222222222,15.923118279569898,50.14534050179212,30.977908602150542,0.0,1.0170588235294116,1.0170588235294116,5.158878504672897,1.8885128636789794,0.0,5.930927077433095,5.930927077433095,0.0,11,Унлорская
113,800.79,0.14,0.28,1.73,10.73,39.07,6.08,5.41,0.86,34.26,0.2,1.1845806451612904,3.111111111111111,2.8317204301075267,5.942831541218638,7.024897849462366,26.913731897269884,55.10324266207812,82.016974559348,1.6074766355140186,9.405514913958323,0.0,0.0,0.0,0.0,11,Унлорская
114,800.98,0.18,0.36,2.48,12.24,43.08,2.75,2.43,1.67,33.53,0.14,1.523032258064516,3.9999999999999996,4.919354838709679,8.919354838709678,6.824225806451613,11.222722057685637,70.77607435065596,81.9987964083416,3.1214953271028034,1.6354119000846088,0.0,0.0,0.0,0.0,11,Унлорская
115,801.05,0.16,0.32,2.05,7.99,44.8,4.79,2.5,0.75,34.55,0.17,1.3538064516129031,3.5555555555555554,3.6005376344086013,7.156093189964157,3.5698118279569897,20.826051625947567,68.63200670371049,89.45805832965806,1.4018691588785046,3.5127224309889065,0.0,0.0,0.0,0.0,11,Унлорская
116,801.17,0.37,1.03,5.2,73.41,6.14,1.77,2.11,1.16,7.87,0.21,3.1306774193548383,11.444444444444445,5.789784946236561,17.234229390681005,62.9835752688172,5.470345823290672,7.986154729437155,13.456500552727828,2.1682242990654204,1.4633981625322503,0.0,0.20445065596520606,0.20445065596520606,0.0,11,Унлорская
117,801.34,0.14,0.23,1.9,5.5,47.63,3.17,1.77,0.46,37.61,0.32,1.1845806451612904,2.5555555555555554,4.51505376344086,7.070609318996415,1.194731182795699,13.426484401635285,77.69840781774613,91.12489221938142,0.8598130841121495,2.5400153724828725,0.0,0.0,0.0,0.0,11,Унлорская
118,801.49,0.32,0.46,2.8,15.69,38.83,2.14,1.03,2.42,26.29,0.22,2.7076129032258063,5.111111111111111,3.7010752688172044,8.812186379928315,9.564623655913977,8.447901432209445,64.69902922019773,73.14693065240718,1.7911963618144682,0.0,0.0,0.0,0.0,0.0,11,Унлорская
119,801.86,0.94,2.82,13.91,63.47,1.35,1.54,4.09,2.06,8.56,0.12,7.953612903225806,31.333333333333332,14.81774193548388,46.15107526881721,35.87579032258064,0.007462134350791986,2.4047727720987804,2.4122349064495725,3.850467289719626,2.5570669536157267,0.0,4.490798414278469,4.490798414278469,0.0,11,Унлорская
120,802.05,0.89,2.73,13.35,64.12,1.58,1.5,3.78,2.08,8.76,0.12,7.530548387096774,30.333333333333332,13.929032258064517,44.26236559139785,37.734838709677426,0.11250602559655624,2.7581427298633643,2.8706487554599205,3.8878504672897196,1.9637989111593037,0.0,4.771065144300338,4.771065144300338,0.0,11,Унлорская
121,802.58,1.0,3.12,15.17,61.11,1.05,1.67,4.1,1.98,9.33,0.28,8.461290322580645,34.666666666666664,15.624193548387105,50.29086021505377,31.20553225806451,0.0,1.8735294117647059,1.8735294117647059,3.7009345794392523,2.515071591934889,0.0,5.297496926360207,5.297496926360207,0.0,11,Унлорская
122,802.72,0.81,2.53,12.41,58.62,4.41,1.56,4.02,2.08,11.38,0.83,6.853645161290323,28.111111111111107,13.22043010752689,41.331541218637994,34.09484946236558,0.8340643501101354,7.4160586625678135,8.25012301267795,3.8878504672897196,2.6062458294928295,0.0,4.867352304459567,4.867352304459567,0.0,11,Унлорская
123,802.89,0.14,0.21,1.71,4.89,48.76,2.64,1.47,0.66,36.64,0.48,1.1845806451612904,2.333333333333333,3.8983870967741945,6.2317204301075275,1.0025645161290315,11.129322376086165,80.96167754857753,92.09099992466369,1.2336448598130842,1.5914005464464043,0.0,0.0,0.0,0.0,11,Унлорская
124,803.04,0.97,2.83,14.0,63.94,0.36,1.48,3.99,2.42,8.79,0.14,8.207451612903226,31.444444444444443,14.854301075268825,46.298745519713265,36.100994623655914,0.0,0.6423529411764706,0.6423529411764706,4.5233644859813085,1.6929332168791962,0.0,5.820502025351871,5.820502025351871,0.0,11,Унлорская
125,803.32,0.68,1.89,9.37,67.33,3.34,1.04,3.03,2.38,9.5,0.57,5.753677419354839,20.999999999999996,9.756451612903227,30.756451612903223,48.63424193548387,0.06765121801542243,5.922883944420639,5.990535162436061,4.4485981308411215,0.5170768533394279,0.0,5.299752942408702,5.299752942408702,0.0,11,Унлорская
126,803.46,0.92,2.67,13.42,64.55,0.65,1.49,3.85,2.28,9.01,0.13,7.784387096774194,29.666666666666664,15.032258064516135,44.6989247311828,37.737709677419346,0.00016400295276383281,1.1597148939353754,1.1598788968881393,4.261682242990654,1.7427561129102505,0.0,5.90962915345502,5.90962915345502,0.0,11,Унлорская
127,803.7,0.97,2.69,13.37,55.92,1.73,1.84,6.65,1.96,13.41,0.39,8.207451612903226,29.888888888888886,14.037634408602155,43.926523297491045,29.220827956989247,1.7194616244356093,2.153467362202136,3.872928986637745,3.663551401869159,8.155846684146585,0.0,6.524238001703548,6.524238001703548,0.0,11,Унлорская
128,805.04,0.18,0.23,1.57,6.42,45.44,2.23,1.19,1.52,33.35,0.49,1.523032258064516,2.5555555555555554,2.5360215053763446,5.0915770609319,2.8913924731182794,9.427190396992687,75.96174410959897,85.38893450659165,2.320823640497938,0.0,0.0,0.0,0.0,0.0,11,Унлорская
129,805.29,0.09,0.06,0.61,0.89,53.51,1.67,0.63,0.46,41.36,0.36,0.761516129032258,0.6666666666666666,1.3096774193548388,1.9763440860215056,-0.6113870967741935,7.339952150982327,91.49419572476926,98.83414787575158,0.8598130841121495,0.39363081203272376,0.0,0.0,0.0,0.0,11,Унлорская
130,805.41,0.93,2.61,13.39,48.44,2.93,2.03,9.05,2.56,16.51,0.39,7.869,28.999999999999996,15.800000000000008,44.800000000000004,21.487999999999996,2.455616211745243,3.8950284629981025,6.350644674743346,4.785046728971962,12.036005605466787,0.0,7.057935531249871,7.057935531249871,0.0,11,Унлорская
131,805.52,1.05,3.03,15.21,54.01,0.54,1.7,6.58,4.15,12.27,0.15,8.884354838709678,33.666666666666664,16.912903225806456,50.57956989247312,23.622483870967734,0.06412515453098172,0.9287196071630178,0.9928447616939995,7.757009345794393,3.7528808905464737,0.0,8.214003331150995,8.214003331150995,0.0,11,Унлорская
132,805.59,1.03,3.24,15.44,56.61,0.75,1.86,5.96,3.33,9.99,0.09,8.715129032258064,36.0,14.727419354838712,50.727419354838716,26.368403225806446,0.7736839296672797,0.9182474342494544,1.6919313639167342,6.224299065420561,3.902501771276026,0.0,5.359738088876159,5.359738088876159,0.0,11,Унлорская
133,805.79,0.95,3.0,15.35,53.5,1.57,2.05,7.23,3.01,11.6,0.07,8.038225806451612,33.33333333333333,18.93548387096775,52.26881720430108,22.817580645161286,1.4079653494845985,2.0370703175477622,3.4450356670323607,5.626168224299065,7.100642830622741,0.0,5.105037722182507,5.105037722182507,0.0,11,Унлорская
134,806.2,0.9,2.99,15.34,49.8,0.55,1.83,8.7,5.34,13.04,0.12,7.615161290322581,33.22222222222222,19.46344086021505,52.68566308243727,19.19079569892473,0.33773674739335624,0.7980349762751666,1.135771723668523,9.981308411214952,5.9348685154857375,0.0,8.098445765958031,8.098445765958031,0.0,11,Унлорская
135,806.44,0.95,3.39,17.29,54.69,0.39,1.98,6.44,3.07,10.31,0.07,8.038225806451612,37.666666666666664,22.135483870967747,59.80215053763441,20.360580645161285,0.0,0.6958823529411764,0.6958823529411764,5.738317757009345,5.003868280661264,0.0,5.654487212265253,5.654487212265253,0.0,11,Унлорская
136,806.55,0.8,2.43,13.96,42.65,0.79,1.92,12.48,7.25,16.51,0.06,6.769032258064517,27.0,22.719354838709684,49.719354838709684,13.855225806451605,1.2019776408121872,0.7571243190304224,1.9591019598426096,13.551401869158878,10.543863269796196,0.0,9.78852752827896,9.78852752827896,0.0,11,Унлорская
137,807.3,1.05,3.75,19.11,55.48,0.38,2.18,5.63,1.87,9.1,0.07,8.884354838709678,41.666666666666664,24.412903225806456,66.07956989247312,17.54748387096773,0.0,0.6780392156862745,0.6780392156862745,3.4953271028037385,5.190278986215251,0.0,4.121500720466825,4.121500720466825,0.0,11,Унлорская
138,807.85,0.96,3.85,20.54,53.52,0.28,2.14,5.96,1.94,9.24,0.07,8.122838709677419,42.77777777777778,30.63655913978494,73.41433691756272,12.420204301075275,0.0,0.4996078431372549,0.4996078431372549,3.6261682242990654,5.458634058124957,0.0,4.165744213073181,4.165744213073181,0.0,11,Унлорская
139,808.25,0.95,3.34,20.49,48.96,1.85,2.16,6.66,2.62,11.44,0.07,8.038225806451612,37.11111111111111,38.96881720430108,76.07992831541219,6.303913978494624,0.0,3.3009803921568626,3.3009803921568626,4.897196261682243,5.676311515288715,0.0,5.4199950827478265,5.4199950827478265,0.0,11,Унлорская
140,808.73,0.98,3.62,20.98,51.17,0.34,2.07,6.58,2.29,10.41,0.07,8.292064516129031,40.22222222222222,36.50537634408603,76.72759856630825,8.14911827956989,0.0,0.6066666666666667,0.6066666666666667,4.280373831775701,6.031750228557207,0.0,5.237032152649536,5.237032152649536,0.0,11,Унлорская
141,809.07,0.99,3.54,20.9,50.02,0.43,2.03,6.96,2.38,11.13,0.08,8.376677419354838,39.333333333333336,37.356451612903214,76.68978494623656,6.92024193548388,0.0,0.7672549019607843,0.7672549019607843,4.4485981308411215,6.6736246669595,0.0,5.700331580368941,5.700331580368941,0.0,11,Унлорская
142,809.49,1.02,3.45,21.3,48.13,0.53,2.02,7.58,2.61,11.7,0.1,8.630516129032259,38.333333333333336,40.609677419354846,78.94301075268818,3.661612903225798,0.0,0.9456862745098039,0.9456862745098039,4.878504672897196,7.477709808783469,0.0,5.951375628888531,5.951375628888531,0.0,11,Унлорская
143,809.78,0.99,3.23,21.77,47.89,0.34,2.01,8.18,2.92,10.97,0.09,8.376677419354838,35.888888888888886,46.873118279569894,82.76200716845878,1.5384086021505397,0.0,0.6066666666666667,0.6066666666666667,5.457943925233645,8.060907940723164,0.0,5.307688980496668,5.307688980496668,0.0,11,Унлорская
144,810.09,0.95,2.83,20.87,43.53,0.28,1.82,9.58,5.0,13.61,0.06,8.038225806451612,31.444444444444443,49.36881720430109,80.81326164874554,-1.79508602150538,0.0,0.4996078431372549,0.4996078431372549,9.345794392523365,7.35791955200194,0.0,8.550747997783136,8.550747997783136,0.0,11,Унлорская
145,810.24,0.33,0.73,5.54,16.44,40.44,1.65,4.9,1.18,27.29,0.85,2.792225806451613,8.11111111111111,12.818817204301077,20.929928315412187,4.211413978494624,4.357585788782458,69.7921680053684,74.14975379415085,2.205607476635514,7.1333033487727855,0.0,0.0,0.0,0.0,11,Унлорская
146,810.34,0.24,0.63,4.87,12.65,42.87,1.54,4.43,1.7,29.62,0.78,2.0307096774193547,7.0,11.875806451612902,18.875806451612902,1.9424677419354843,4.1675610341791405,74.23120370937136,78.3987647435505,3.177570093457944,5.314043262518599,0.0,0.0,0.0,0.0,11,Унлорская
147,810.44,0.11,0.18,1.5,2.55,51.54,0.77,1.99,0.3,39.9,0.25,0.930741935483871,1.9999999999999998,3.5951612903225816,5.595161290322581,-0.8533064516129039,2.6698860695322715,90.51420405623226,93.18409012576453,0.5607476635514018,3.3488591099451828,0.0,0.0,0.0,0.0,11,Унлорская
148,810.55,0.23,0.71,5.25,10.97,43.67,1.46,3.12,1.02,31.92,1.0,1.9460967741935484,7.888888888888888,12.524731182795701,20.41362007168459,-0.4236559139784948,3.5669548873294965,75.98468872067268,79.55164360800218,1.9065420560747663,3.7506534638510063,0.0,0.0,0.0,0.0,11,Унлорская
149,810.69,0.25,0.69,4.86,14.05,42.09,1.53,3.55,1.36,29.93,1.05,2.115322580645161,7.666666666666666,10.743548387096777,18.410215053763444,3.5517580645161297,4.192817488904898,70.33748509861513,74.53030258752003,2.5420560747663554,4.107720153661543,0.0,0.0,0.0,2.5084768407937936,11,Унлорская
150,810.95,0.23,0.68,4.95,13.91,42.35,1.74,5.29,1.1,28.25,0.8,1.9460967741935484,7.555555555555556,11.5247311827957,19.080286738351255,3.1813440860215048,5.051509615755194,72.8235164668249,77.87502608258009,2.0560747663551404,8.164544004165212,0.0,0.0,0.0,0.0,11,Унлорская
151,821.19,2.08,2.08,18.14,50.72,1.53,1.46,7.14,5.17,10.54,0.25,17.59948387096774,23.11111111111111,38.92365591397849,62.03476702508961,8.024720430107525,0.0,2.73,2.73,9.663551401869158,2.818361801886592,0.0,6.766897645800142,6.766897645800142,0.0,11,Унлорская
